Specimen|Name|Speed|odds|dna|Life|incubMin|atk1|atk1p|atk2|atk2p|bank|unlockattack|Type|reciper|abilities|abilityPct1|abilityPct2|orbSlots
Specimen_BF_11| Acheron|180|0| BF|2926|60| 1480| 2059| 740:AOE| 1330:AOE|42| 1:1:b;2:5:f;1p:10:b;2p:15:f| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus|34|41| n;n;s
Specimen_CA_11| The Reef|140|0| CA|1277|60| 577| 866| 577| 866|42| 1:1:c;2:5:a;1p:10:c;2p:15:a| GACHA| | 1:ability_strengthen;2:ability_strengthen_plus|8|13| n;n;s
Specimen_CB_11| Dissension|265|20| CB|2081|60| 827| 1224| 575:AOE| 874:AOE|42| 1:1:c;2:5:b;1p:10:c;2p:15:b| LEGEND| CB_11x[A-F][A-F]_*+CB_11x[A-F]_*| 1:ability_regen;2:ability_regen_plus|10|39| n;n;s
Specimen_CC_11| Santagonist|200|0| CC|4675|60| 1400| 1941| 700:AOE| 1050:AOE|42| 1:1:c;2:5:c;1p:10:c;2p:15:c| CAPTAINPEACE| | 1:ability_retaliate;2:ability_retaliate_plus|-20|-40| n;n;s
Specimen_CD_11| Sir Bannog|180|20| CD|2127|60| 679| 1018| 679| 1018|42| 1:1:c;2:5:d;1p:10:c;2p:15:d| LEGEND| CD_11x[A-F][A-F]_*+CD_11x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-30|-50| n;n;s
Specimen_CE_11| Chun-Lei|100|20| CE|875|60| 280| 535| 280| 535|42| 1:1:c;2:5:e;1p:10:c;2p:15:e| LEGEND| CE_11x[A-F][A-F]_*+CE_11x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|21|27| n;n;s
Specimen_CF_11| Caliburn EX|235|0| CF|4724|60| 1645| 2366| 1645| 2366|42| 1:1:c;2:5:f;1p:10:c;2p:15:f| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus|-10|-15| n;n;s
Specimen_DA_11| The An0maly|120|20| DA|1672|60| 264| 672| 325| 715|42| 1:1:d;2:5:a;1p:10:d;2p:15:a| LEGEND| DA_11x[A-F][A-F]_*+DA_11x[A-F]_*| 1:ability_shield;2:ability_shield_plus|12|36| n;n;s
Specimen_DB_11| Piwisher|300|0| DB|4072|60| 1450| 2175| 1450| 2175|42| 1:1:d;2:5:b;1p:10:d;2p:15:b| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus|-18|-27| n;n;s
Specimen_DC_11| Spada|140|20| DC|1690|60| 422| 633| 422| 633|42| 1:1:d;2:5:c;1p:10:d;2p:15:c| LEGEND| DC_11x[A-F][A-F]_*+DC_11x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-22|-40| n;n;s
Specimen_DD_11| Abyssal Terror|150|20| DD|1973|60| 561| 1041| 323:AOE| 783:AOE|42| 1:1:d;2:5:d;1p:10:d;2p:15:d| LEGEND| DD_11x[A-F][A-F]_*+DD_11x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-30|-50| n;n;s
Specimen_DE_11|Drei, Space Corgi|180|20|DE|2124|90|584|1072|584|1072|42| 1:1:d;2:5:e;1p:10:d;2p:15:e| LEGEND| DE_11x[A-F][A-F]_*+DE_11x[A-F]_*|"	1:ability_slash;2:ability_slash_plus"|-12|-40| n;n;s
Specimen_DF_11| Chocolem|250|0| DF|3487|60| 1309| 1964| 1309| 1964|42| 1:1:d;2:5:f;1p:10:d;2p:15:f| CAPTAINPEACE| | 1:ability_regen;2:ability_regen_plus|20|30| n;n;s
Specimen_EA_11| Dreadnought|275|0| EA|4488|60| 1511| 2266| 1511| 2266|42| 1:1:a;2:5:e;1p:10:a;2p:15:e| CAPTAINPEACE| | 1:ability_shield;2:ability_shield_plus|25|50| n;n;s
Specimen_EB_11| Aubraea Mutantula|180|20| EB|1985|60| 528| 892| 528| 892|42| 1:1:e;2:5:b;2p:15:b;1p:10:e| LEGEND| EB_11x[A-F][A-F]_*+EB_11x[A-F]_*| 1:ability_regen;2:ability_regen_plus|27|45| n;n;s
Specimen_EC_11| Veren Kaeesu|170|0| EC|2731|60| 1194| 1891| 1194| 1891|42| 1:1:e;2:5:c;1p:10:e;2p:15:c| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus|25|32| n;n;s
Specimen_ED_11| Owlock|240|20| ED|1999|60| 830| 1398| 830| 1398|42| 1:1:e;2:5:d;1p:10:e;2p:15:d| LEGEND| ED_11x[A-F][A-F]_*+ED_11x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-30| n;n;s
Specimen_EE_11| Gestalt Asteroid|160|20| EE|2419|60| 721| 1443| 721| 721:AOE|42| 1:1:e;2:5:e;1p:10:e;2p:15:e| LEGEND| EE_11x[A-F][A-F]_*+EE_11x[A-F]_*| 1:ability_regen;2:ability_regen_plus|15|40| n;n;s
Specimen_EF_11| Dimentio|113|20| EF|1427|60| 353| 1111| 353| 1111|42| 1:1:e;2:5:f;1p:10:e;2p:15:f| LEGEND| EF_11x[A-F][A-F]_*+EF_11x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-10|-23| n;n;s
Specimen_FA_11| Orion|120|20| FA|422|60| 666| 999| 666| 999|42| 1:1:f;2:5:a;2p:15:a;1p:10:f| HEROIC| FA_11x[A-F][A-F]_*+FA_11x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-8|-10| n;n;n;s
Specimen_FB_11| Nightmare Aberration|85|20| FB|1482|60| 168:AOE| 252:AOE| 320| 472|42| 1:1:f;2:5:b;1p:10:f;2p:15:b| LEGEND| FB_11x[A-F][A-F]_*+FB_11x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-17|-25| n;n;s
Specimen_FC_11| Midas|260|20| FC|2445|60| 700| 1239| 700| 1239|105| 1:1:f;2:5:c;1p:10:f;2p:15:c| LEGEND| FC_11x[A-F][A-F]_*+FC_11x[A-F]_*| 1:ability_shield;2:ability_shield_plus|30|50| n;n;s
Specimen_FD_11| Ishi no ÅŒkami|160|20| FD|1744|60| 330| 782| 330| 782|42| 1:1:f;2:5:d;1p:10:f;2p:15:d| PVP| FD_11x[A-F][A-F]_*+FD_11x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-15|-40| n;n;s
Specimen_FE_11| Pierrot|210|20| FE|1997|60| 829| 1244| 415:AOE| 622:AOE|42| 1:1:f;2:5:e;1p:10:f;2p:15:e| HEROIC| FE_11x[A-F][A-F]_*+FE_11x[A-F]_*| 1:ability_shield;2:ability_shield_plus|32|48| n;n;n;s
Specimen_FF_11| Gerard Steelgarden|240|20| FF|2901|60| 975| 1463| 488:AOE| 731:AOE|42| 1:1:f;2:5:f;1p:10:f;2p:15:f| HEROIC| FF_11x[A-F][A-F]_*+FF_11x[A-F]_*| 1:ability_shield;2:ability_shield_plus|28|42| n;n;n;s
Specimen_A_11| No Name|300|20| A|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| | 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_B_11| No Name|300|20| B|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| LEGEND| | 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_C_11| No Name|300|20| C|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_D_11| No Name|300|20| D|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| | 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_E_11| No Name|300|20| E|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| | 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_F_11| No Name|300|20| F|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| LEGEND| | 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_AA_12| Cabloid|220|20| AA|3400|60| 870| 1221| 435:AOE| 653:AOE|42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_12x[A-F][A-F]_*+AA_12x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_AB_12| Unstabot|245|20| AB|2351|60| 844| 1266| 422:AOE| 633:AOE|42| 1:1:a;2:5:b;2p:15:b;1p:10:a| LEGEND| AB_12x[A-F][A-F]_*+AB_12x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_AC_12| Phileas Derocas|230|20| AC|2402|60| 881| 1321| 881| 1321|42| 1:1:a;2:5:c;2p:15:c;1p:10:a| HEROIC| AC_12x[A-F][A-F]_*+AC_12x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-5|-35| n;n;n;s
Specimen_AD_12| Lepidoptech|135|20| AD|1671|60| 664| 1006| 664| 1006|42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_12x[A-F][A-F]_*+AD_12x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-5|-15| n;n;s
Specimen_AE_12| Tenacity|255|20| AE|2341|60| 949| 1424| 949| 1424|42| 1:1:a;2:5:e;2p:15:e;1p:10:a| LEGEND| AE_12x[A-F][A-F]_*+AE_12x[A-F]_*| 1:ability_shield;2:ability_shield_plus|30|45| n;n;s
Specimen_AF_12| Dream Defender|165|0| AF|2746|60| 1025| 1966| 1025| 1966|42| 1:1:a;2:5:f;2p:15:f;1p:10:a| CAPTAINPEACE| | 1:ability_weaken;2:ability_weaken_plus|-10|-20| n;n;s
Specimen_BA_12| Crâ‚¬$u$|290|20| BA|2499|60| 607:AOE| 1311:AOE| 1077| 1782|42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_12x[A-F][A-F]_*+BA_12x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-25|-40| n;n;s
Specimen_BB_12| The Lantern Doctor|210|0| BB|4119|60| 1211| 2016| 606:AOE| 1432:AOE|42| 1:1:b;2:5:b;1p:10:b;2p:15:b| CAPTAINPEACE| | 1:ability_weaken;2:ability_weaken_plus|-28|-48| n;n;s
Specimen_BC_12| Charon|275|0| BC|4851|60| 1432| 2348| 1432| 2348|42| 1:1:b;2:5:c;2p:15:c;1p:10:b| SEASONAL| | 1:ability_weaken;2:ability_weaken_plus|-16|-35| n;n;s
Specimen_BD_12| Thanaconda|230|20| BD|2093|60| 841| 1361| 841| 1361|42| 1:1:d;2:5:b;2p:15:b;1p:10:d| LEGEND| BD_12x[A-F][A-F]_*+BD_12x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-28|-40| n;n;s
Specimen_BE_12| Ichorous Slime|290|20| BE|3246|60| 708| 1112| 708| 1112|42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_12x[A-F][A-F]_*+BE_12x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|40| n;n;s
Specimen_BF_12| Desecrated Cleric|215|20| BF|2951|60| 685| 1027| 382:AOE| 576:AOE|42| 1:1:b;2:5:f;2p:15:f;1p:10:b| LEGEND| BF_12x[A-F][A-F]_*+BF_12x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-25|-50| n;n;s
Specimen_CA_12| Terracotta General|270|20| CA|2234|60| 845| 1467| 464:AOE| 797:AOE|42| 1:1:c;2:5:a;2p:15:a;1p:10:c| LEGEND| CA_12x[A-F][A-F]_*+CA_12x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|15|25| n;n;s
Specimen_CB_12| Cranequin|260|20| CB|1740|60| 826| 1439| 826| 1239|42| 1:1:c;2:5:b;2p:15:b;1p:10:c| LEGEND| CB_12x[A-F][A-F]_*+CB_12x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-18|-33| n;n;s
Specimen_CC_12| Scaramouche|120|20| CC|915|60| 590| 935| 386:AOE| 713:AOE|42| 1:1:c;2:5:c;1p:10:c;2p:15:c| LEGEND| CC_12x[A-F][A-F]_*+CC_12x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|25| n;n;s
Specimen_CD_12| Captain Eagle|145|0| CD|3494|60| 1012| 1520| 1012| 1520|42| 1:1:c;2:5:d;2p:15:d;1p:10:c| CAPTAINPEACE| | 1:ability_retaliate;2:ability_retaliate_plus|-20|-30| n;n;s
Specimen_CE_12| Regulo&Juzya|170|0| CE|2560|60| 1240| 2480| 1240| 2480|42| 1:1:c;2:5:e;2p:15:e;1p:10:c| SEASONAL| | 1:ability_retaliate;2:ability_retaliate_plus|-10|-20| n;n;s
Specimen_CF_12| Inheritor of the 5 rings|245|20| CF|2996|60| 989| 1483| 989| 1483|42| 1:1:c;2:5:f;2p:15:f;1p:10:c| HEROIC| CF_12x[A-F][A-F]_*+CF_12x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|8|15| n;n;n;s
Specimen_DA_12| Data Snail|275|20| DA|2995|60| 1085| 1629| 1085| 1629|42| 1:1:d;2:5:a;2p:15:a;1p:10:d| LEGEND| DA_12x[A-F][A-F]_*+DA_12x[A-F]_*| 1:ability_shield;2:ability_shield_plus|25|50| n;n;s
Specimen_DB_12| Great Tunnelworm|290|0| DB|4021|60| 1182| 1773| 1182| 1773|42| 1:1:d;2:5:b;2p:15:b;1p:10:d| CAPTAINPEACE| | 1:ability_regen;2:ability_regen_plus|25|50| n;n;s
Specimen_DC_12| Harebrained Underminer|160|0| DC|2453|60| 1344| 2316| 1344| 2316|42| 1:1:d;2:5:c;2p:15:c;1p:10:d| SEASONAL| | 1:ability_slash;2:ability_slash_plus|-10|-40| n;n;s
Specimen_DD_12| Solar Lampyrion|160|0| DD|4720|60| 1095| 1643| 548:AOE| 821:AOE|42| 1:1:d;2:5:d;1p:10:d;2p:15:d| CAPTAINPEACE| | 1:ability_shield;2:ability_shield_plus|25|40| n;n;s
Specimen_DE_12| Leviathan|240|20| DE|2357|60| 955| 1433| 549:AOE| 823:AOE|42| 1:1:d;2:5:e;2p:15:e;1p:10:d| LEGEND| DE_12x[A-F][A-F]_*+DE_12x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_DF_12| Basilisc&Tarragon|310|0| DF|3333|60| 921| 1381| 921| 1381|42| 1:1:d;2:5:f;2p:15:f;1p:10:d| GACHA| | 1:ability_regen;2:ability_regen_plus|25|38| n;n;s
Specimen_EA_12| Fix-o-Drone LLK-215|190|20| EA|1986|60| 727| 1135| 727| 1135|42| 1:1:e;2:5:a;2p:15:a;1p:10:e| LEGEND| EA_12x[A-F][A-F]_*+EA_12x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-35| n;n;s
Specimen_EB_12| Starfarer Medic|150|20| EB|1891|60| 447| 1015| 447| 1015|42| 1:1:e;2:5:b;2p:15:b;1p:10:e| PVP| EB_12x[A-F][A-F]_*+EB_12x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|10|38| n;n;s
Specimen_EC_12| Stellarian Lithominer|200|20| EC|2134|60| 959| 1538| 959| 1538|42| 1:1:e;2:5:c;2p:15:c;1p:10:e| LEGEND| EC_12x[A-F][A-F]_*+EC_12x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-10|-15| n;n;s
Specimen_ED_12| Ammonia Atlantica|220|20| ED|2105|60| 947| 1387| 947| 1387|42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_12x[A-F][A-F]_*+ED_12x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|38| n;n;s
Specimen_EE_12| Polaris|190|0| EE|3935|60| 831| 2231| 604:AOE| 1649:AOE|42| 1:1:e;2:5:e;1p:10:e;2p:15:e| CAPTAINPEACE| | 1:ability_shield;2:ability_shield_plus|15|48| n;n;s
Specimen_EF_12| X'astuth|270|20| EF|2242|60| 873| 1259| 873| 1259|42| 1:1:e;2:5:f;2p:15:f;1p:10:e| HEROIC| EF_12x[A-F][A-F]_*+EF_12x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-35|-70| n;n;n;s
Specimen_FA_12| Ethereal Cybermancer|190|20| FA|2077|60| 668| 1286| 668| 1286|42| 1:1:f;2:5:a;2p:15:a;1p:10:f| LEGEND| FA_12x[A-F][A-F]_*+FA_12x[A-F]_*| 1:ability_regen;2:ability_regen_plus|33|55| n;n;s
Specimen_FB_12| Maiden of Twilight|320|15| FB|3580|60| 1030| 1437| 1030| 1437|42| 1:1:f;2:5:b;2p:15:b;1p:10:f| HEROIC| FB_12x[A-F][A-F]_*+FB_12x[A-F]_*| 1:ability_regen;2:ability_regen_plus|20|40| n;n;n;s
Specimen_FC_12| Generalissimo Chocoleon IV|235|0| FC|5099|60| 1010| 1515| 1010| 1515|42| 1:1:f;2:5:c;2p:15:c;1p:10:f| CAPTAINPEACE| | 1:ability_retaliate;2:ability_retaliate_plus|-5|-40| n;n;s
Specimen_FD_12| Simurgh|120|20| FD|1399|60| 687| 1030| 515| 515:AOE|42| 1:1:d;2:5:f;2p:15:f;1p:10:d| LEGEND| FD_12x[A-F][A-F]_*+FD_12x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-20| n;n;s
Specimen_FE_12| Algid Exocelestial|240|0| FE|3130|60| 724:AOE| 1486:AOE| 1448| 2172|42| 1:1:f;2:5:e;2p:15:e;1p:10:f| CAPTAINPEACE| | 1:ability_weaken;2:ability_weaken_plus|-10|-22| n;n;s
Specimen_FF_12| Timeless Archivist|190|20| FF|3046|60| 861| 1208| 516:AOE| 775:AOE|42| 1:1:f;2:5:f;1p:10:f;2p:15:f| HEROIC| FF_12x[A-F][A-F]_*+FF_12x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|46| n;n;n;s
Specimen_A_12| No Name|300|20| A|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| | 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_B_12| Ossembly|160|20| B|1680|60| 719| 1131| 719| 1131|42| 1:1:neutre;2:5:b;1p:10:neutre;2p:15:b| LEGEND| B_12x[A-F][A-F]_*+B_12x[A-F]_*| 1:ability_regen;2:ability_regen_plus|50|75| n;n;s
Specimen_C_12| No Name|300|20| C|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_D_12| Howlosaurus|300|20| D|2158|60| 585:AOE| 928:AOE| 924| 1470|42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| D_12x[A-F][A-F]_*+D_12x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-22|-40| n;n;s
Specimen_E_12| Sidereal Explorer|220|20| E|1753|60| 527:AOE| 891:AOE| 542:AOE| 911:AOE|42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| E_12x[A-F][A-F]_*+E_12x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|15|30| n;n;s
Specimen_F_12| Summoner|120|20| F|1590|60| 477| 762| 488| 798|42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| LEGEND| F_12x[A-F][A-F]_*+F_12x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_AA_13| TCB-8566 Trafficroid|170|20| AA|2054|60| 755| 1122| 544:AOE| 845:AOE|42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_13x[A-F][A-F]_*+AA_13x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_AB_13| The Architect|225|20| AB|1911|60| 1132| 1911| 1132| 1911|42| 1:1:a;2:5:b;2p:15:b;1p:10:a| HEROIC| AB_13x[A-F][A-F]_*+AB_13x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-25|-35| n;n;n;s
Specimen_AC_13| Capsulator MTZ-004|270|0| AC|4356|60| 1345| 2024| 1345| 2024|42| 1:1:a;2:5:c;2p:15:c;1p:10:a| SEASONAL| | 1:ability_retaliate;2:ability_retaliate_plus|-15|-35| n;n;s
Specimen_AD_13| Myrmidus.exe|210|20| AD|2323|60| 876| 1221| 876| 1221|42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_13x[A-F][A-F]_*+AD_13x[A-F]_*| 1:ability_regen;2:ability_regen_plus|27|45| n;n;s
Specimen_AE_13| Helidrone KxT-271|105|20| AE|681|60| 585| 728| 511| 511:AOE|42| 1:1:a;2:5:e;2p:15:e;1p:10:a| LEGEND| AE_13x[A-F][A-F]_*+AE_13x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-20| n;n;s
Specimen_AF_13| Epoch Golem|290|20| AF|3480|60| 843| 1113| 843| 1113|42| 1:1:a;2:5:f;2p:15:f;1p:10:a| LEGEND| AF_13x[A-F][A-F]_*+AF_13x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-23|-35| n;n;s
Specimen_BA_13| The Anarchic|175|20| BA|1488|60| 445| 845:AOE| 445| 1224|42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_13x[A-F][A-F]_*+BA_13x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|10|50| n;n;s
Specimen_BB_13| The Phosphorescent|240|20| BB|2833|60| 1011| 1553| 586:AOE| 1077:AOE|42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_13x[A-F][A-F]_*+BB_13x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-40| n;n;s
Specimen_BC_13|The Flaying, MD|200| 20|BC|2020| 60| 730| 1638| 730|1708|42| 1:1:b;2:5:c;2p:15:c;1p:10:b| LEGEND| BC_13x[A-F][A-F]_*+BC_13x[A-F]_*|1:ability_slash;2:ability_slash_plus|-30| -49|n;n;s
Specimen_BD_13| Bloodsquito|130|20| BD|860|60| 594| 885| 594| 885|42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_13x[A-F][A-F]_*+BD_13x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-60|-100| n;n;s
Specimen_BE_13| Wormhole Traveler|275|20| BE|1503|60|1776|2588|1776|2588|42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_13x[A-F][A-F]_*+BE_13x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-15|-20| n;n;s
Specimen_BF_13| Soul Coalescence|230|0| BF|4547|60| 917| 1771| 917| 1771|42| 1:1:b;2:5:f;2p:15:f;1p:10:b| SEASONAL| | 1:ability_retaliate;2:ability_retaliate_plus|-5|-35| n;n;s
Specimen_CA_13| Anteros|235|0| CA|3434|60| 976| 1669| 976| 1669|42| 1:1:c;2:5:a;2p:15:a;1p:10:c| SEASONAL| | 1:ability_strengthen;2:ability_strengthen_plus|17|32| n;n;s
Specimen_CB_13| The Mutiny|250|20| CB|2587|60| 815| 1255| 815| 815:AOE|42| 1:1:c;2:5:b;2p:15:b;1p:10:c| LEGEND| CB_13x[A-F][A-F]_*+CB_13x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|15|40| n;n;s
Specimen_CC_13| Limitless Friendship|195|20| CC|1983|60| 897| 1584| 677:AOE| 1200:AOE|42| 1:1:c;2:5:c;1p:10:c;2p:15:c| LEGEND| CC_13x[A-F][A-F]_*+CC_13x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_CD_13| Bearsikk Siklaest|270|20| CD|2544|60| 815| 1599| 815| 1599|42| 1:1:c;2:5:d;2p:15:d;1p:10:c| LEGEND| CD_13x[A-F][A-F]_*+CD_13x[A-F]_*| 1:ability_shield;2:ability_shield_plus|12|33| n;n;s
Specimen_CE_13| Atlas|235|20| CE|2331|60| 1033| 1542| 1033| 1542|42| 1:1:c;2:5:e;2p:15:e;1p:10:c| HEROIC| CE_13x[A-F][A-F]_*+CE_13x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|15|35| n;n;n;s
Specimen_CF_13| Son of the Storm|155|20| CF|2032|60| 797| 1236| 797| 1272|42| 1:1:c;2:5:f;2p:15:f;1p:10:c| LEGEND| CF_13x[A-F][A-F]_*+CF_13x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_DA_13| Dreaming Anthroborg|255|20| DA|2642|60| 634| 971| 634| 971|42| 1:1:d;2:5:a;2p:15:a;1p:10:d| LEGEND| DA_13x[A-F][A-F]_*+DA_13x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|30|45| n;n;s
Specimen_DB_13| The Bleaching|235|20| DB|2413|60| 1033| 1551| 1033| 1551|42| 1:1:d;2:5:b;2p:15:b;1p:10:d| LEGEND| DB_13x[A-F][A-F]_*+DB_13x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-35| n;n;s
Specimen_DC_13| Sawmetrodon|285|20| DC|2463|60| 1162| 1844| 1162| 1844|42| 1:1:d;2:5:c;2p:15:c;1p:10:d| LEGEND| DC_13x[A-F][A-F]_*+DC_13x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-25|-42| n;n;s
Specimen_DD_13| Lama Sensei|150|20| DD|1859|60| 463:AOE| 822:AOE| 812| 1332|42| 1:1:d;2:1:d;2p:10:d;1p:15:d| LEGEND| DD_13x[A-F][A-F]_*+DD_13x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|15|35| n;n;s
Specimen_DE_13| Oryctolagus Alienicus|125|0| DE|2461|60| 685| 1648| 685| 1648|42| 1:1:d;2:5:e;2p:15:e;1p:10:d| SEASONAL| | 1:ability_weaken;2:ability_weaken_plus|-15|-20| n;n;s
Specimen_DF_13| Frozen Emperor|220|20| DF|1974|60| 770| 1496| 770| 1155:AOE|42| 1:1:d;2:5:f;2p:15:f;1p:10:d| LEGEND| DF_13x[A-F][A-F]_*+DF_13x[A-F]_*| 1:ability_shield;2:ability_shield_plus|30|45| n;n;s
Specimen_EA_13| Space Pilgrim|160|20| EA|1972|60| 761| 1244| 761| 984:AOE|42| 1:1:a;2:5:e;2p:15:e;1p:10:a| LEGEND| EA_13x[A-F][A-F]_*+EA_13x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|15|35| n;n;s
Specimen_EB_13| Xinomas|190|0| EB|3779|60| 910| 1832| 910| 1832|42| 1:1:e;2:5:b;2p:15:b;1p:10:e| CAPTAINPEACE| | 1:ability_shield;2:ability_shield_plus|24|30| n;n;s
Specimen_EC_13| Hekatoncheiros|295|20| EC|2425|60| 1078| 1842| 1078| 1842|42| 1:1:c;2:5:e;2p:15:e;1p:10:c| LEGEND| EC_13x[A-F][A-F]_*+EC_13x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-20|-35| n;n;s
Specimen_ED_13| Medinosaur|160|20| ED|1675|60| 1023| 1511| 1023| 1511|42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_13x[A-F][A-F]_*+ED_13x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-15|-30| n;n;s
