Specimen| Name| spX100| odds| dna| lifePoint| incubMin| atk1| atk1p| atk2| atk2p| bank| unlockAttack| type| recipes| abilities| abilityPct1| abilityPct2| orbSlots| Attack1p_name| Attack2p_name| Description
Specimen_DD_02| Master Splitter| 260| 80| DD| 2120| 60| 711| 1068| 409:AOE| 614:AOE| 42| 1:1:d;2:5:d;1p:10:d;2p:15:d| PVP| DD_02x[A-F][A-F]_*+DD_02x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -40| n;n;s:20h| Slicing claws| Vermin invasion| Failed experiments are usually disposed of in the correct manner, but sometimes Darwins interns have been known to flush failures down the toilet, this practice has inadvertently led to the formation of a new mutant that has grown from the mixture of chemicals.
Specimen_DE_02| Cosmo Kong| 230| 2| DE| 1762| 180| 491| 737| 491| 737| 42| 1:1:d;2:5:e;2p:15:e;1p:10:d| LEGEND| | 1:ability_slash;2:ability_slash_plus| -20| -50| n;n;s| Ape Smash| Monkey Beam| There is no messing around when it comes to Cosmo Kong. He loves the fight and uses his brawn to do some damage. But it's not all about the fighting, in his spare time CK enjoys other activities such as eating bananas, kart racing and throwing barrels at plumbers.
Specimen_DF_02| Satyr Shaman| 150| 80| DF| 1457| 60| 295| 444| 295| 444| 42| 1:1:d;2:5:f;2p:15:f;1p:10:d| PVP| DF_02x[A-F][A-F]_*+DF_02x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -50| n;n;s:20h| Buck| Runic Strike| A calm and focused spiritualist, Satyr Shaman has spent so long wandering the galaxy that he no longer considers anywhere home. With the skills he has learnt on his travels he believes the Mutants Arena poses a unique opportunity for him to test himself to the limits of his abilitiy.
Specimen_EA_02| Sentry| 160| 2| EA| 1445| 180| 342| 515| 342| 515| 42| 1:1:e;2:5:a;2p:15:a;1p:10:e| LEGEND| | 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| Shock wave| Laser Scalpel| Never send a human to do a machine's work... Especially if it's to turn enemies into dust. Whilst initially a space recognition drone, Sentry has mysteriously become self aware during it's intergalactic trips and is now a unique weapon of mass destruction.
Specimen_EB_02| Sirenia| 130| 80| EB| 1295| 60| 269| 473| 269| 473| 42| 1:1:e;2:5:b;2p:15:b;1p:10:e| PVP| EB_02x[A-F][A-F]_*+EB_02x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 40| n;n;s:20h| White Wash| Day of the Tentacle| Sirenia is mostly a peaceful and philosophical type, prefering to contemplate the meaning behind the intricate atomical design of greater beings. But she will fight when she has to, and when she does, watch out!
Specimen_EC_02| Behemoth| 280| 80| EC| 1753| 60| 622| 934| 622| 934| 42| 1:1:e;2:5:c;2p:15:c;1p:10:e| PVP| EC_02x[A-F][A-F]_*+EC_02x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s:20h| Plasma swarm| Meat Cleaver| This Race of four armed creatures used to be the greatest Blacksmiths in the galaxy famous for their crafted weapons and armor. That all changed when one day they decided to make unique sets just for themselves and began using their strength and dexterity in Gladiatorial combat events.
Specimen_ED_02| Shell Shock| 220| 80| ED| 1570| 60| 465| 699| 465| 699| 42| 1:1:e;2:5:d;2p:15:d;1p:10:e| PVP| ED_02x[A-F][A-F]_*+ED_02x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 35| n;n;s:20h| Phosphoric tongue| Impale| Kids, how many times did your parents tell you not to throw away anything in the toilet? Especially when it is radioactive products! Shell Shock came from deep beneath the Atlantic Ocean and started to wreak havoc within the coastal cities. Only the Goliath was able to stop him. Would you reproduce this titanic fight in the arena?
Specimen_EE_02| Supernovus| 190| 80| EE| 1830| 60| 488| 733| 280:AOE| 420:AOE| 42| 1:1:e;2:5:e;1p:10:e;2p:15:e| PVP| EE_02x[A-F][A-F]_*+EE_02x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 35| n;n;s:20h| Planet Punch| Big Crunch| Once sentenced to Life imprisonment for crimes to the universe, The immortal Novu was trapped in the core of a Sun. It was thought this would be the end but instead he merged his soul with the sun and has returned to cause devastation as "Supernovus, the Galaxy Destroyer"
Specimen_EF_02| Mr Marvelous| 200| 0| EF| 2986| 60| 438| 616| 438| 616| 42| 1:1:e;2:5:f;2p:15:f;1p:10:e| GACHA| | 1:ability_strengthen;2:ability_strengthen_plus| 30| 60| n;n;s| Entropy| Spirit Chains| Mr Marvelous is the embodiment of "Evil Genius". Feared and admired in equal measures, his power is matched only by his ego. Appearing in the arena to show to the world he is the greatest, he will let nothing stand in his way of his march to victory.
Specimen_FA_02| Mekali| 150| 80| FA| 1407| 60| 320| 481| 320| 481| 42| 1:1:f;2:5:a;2p:15:a;1p:10:f| PVP| FA_02x[A-F][A-F]_*+FA_02x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s:20h| Om mani padme hum| Thugs Assault| Throughout history some cultures have referenced a powerful 6 armed goddess. Until now they were thought to be just stories & myths, but the arrival of Mekali in the arena has dispelled that myth and raises an interesting question…if she is real, what about all the other mythical monsters and gods?
Specimen_FB_02| Prince Scorpion| 175| 0| FB| 2568| 60| 524| 930| 524| 930| 42| 1:1:f;2:5:b;2p:15:b;1p:10:f| ZODIAC| | 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s| Scorpion Stings| Mummy Curse| In the ancient stories Prince Scorpion was the hero of the Scorpio race. He lead armies into great battles against the legendary warriors of Leo, conquering their planet and driving them back to the outskirts of the galaxy. Most will tell you to beware of the sting in his tail, but his curses are far more deadly.
Specimen_FC_02| Captain Peace| 250| 0| FC| 3290| 60| 1074| 1609| 1074| 1609| 42| 1:1:f;2:5:c;2p:15:c;1p:10:f| CAPTAINPEACE| | 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s| Dove of Peace| Pacification| In the Arena, Captain Peace does his bit for peace by strengthening the ideals of peace amongst all nations and people. You can do your bit for peace aswell by supporting the International Peace One Day this and every year to come. United (Nations) We Stand, Divided we fall.
Specimen_FD_02| Horus| 115| 120| FD| 1257| 720| 234| 564| 234| 564| 42| 1:1:f;2:5:d;2p:15:d;1p:10:f| RECIPE| ED_01xFE_01+DF_01xFF_01| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s:20h| Amun-Ra| Lake Stymphalia| Horus was Feared in Egyptian times as a Deity with a taste for war. It was assumed this God had left at the fall of the Egyptian empire, but he has now returned and taken physical form to regain his Fearsome status in the Mutants Arena.
Specimen_FE_02| Azuria| 170| 80| FE| 1386| 60| 342| 513| 342| 513| 42| 1:1:f;2:5:e;2p:15:e;1p:10:f| PVP| FE_02x[A-F][A-F]_*+FE_02x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s:20h| Round of applause| Rock Fists| The Azurians are a technologically resistant race from the planet Azuritia, a rich planet responsible for providing a rare blue mineral used to provide a clean source of energy for hundreds of other planets. a millennia of time spent mining this mineral has led the Azurians to evolve long arms and large hands giving them a unique attack style.
Specimen_FF_02| Retribution| 180| 80| FF| 1781| 60| 456| 686| 263:AOE| 394:AOE| 42| 1:1:f;2:5:f;1p:10:f;2p:15:f| PVP| FF_02x[A-F][A-F]_*+FF_02x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s:20h| Ezekiel 25:17| Let it be so| It was during research on the remains of Space Demons that Max Real Corp discovered the DNA of Retribution. This Archangel specialized in annihilating the undead, heretics from other galaxies and sometimes even whole solar systems.
Specimen_AA_03| H.U.M.A.N.| 200| 1| AA| 1878| 180| 518| 778| 298:AOE| 448:AOE| 42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| | 1:ability_shield;2:ability_shield_plus| 20| 40| n;n;s| Robot Rock| Digital Love| WHAT DA FUNK!!! The Strange Mutant ‘H.U.M.A.N’ has arrived, Whilst not Aerodynamic, it is known Around The World to be Harder, Better, Faster & Stronger when matched up Face to Face against other mutants. We really don’t know if it is Technologic or Human after all as no one has got close enough to Touch It to verify if it is really Alive. You will Get Lucky having this mutant on your side!
Specimen_AB_03| Xenarach| 190| 80| AB| 1464| 60| 390| 586| 390| 586| 42| 1:1:a;2:5:b;2p:15:b;1p:10:a| PVP| AB_03x[A-F][A-F]_*+AB_03x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 40| n;n;s:20h| Scissor Blades| Deadly parasites| Despite the risks it posed, Darwin couldn’t resist splicing Xenomorph DNA with elements from other mutants. When the splice room doors opened and Xenarach emerged, the reaction of Darwin and his scientists was a combination of pure joy that it had worked, and pure terror of what they had created.
Specimen_AC_03| Dezinger| 290| 2| AC| 2394| 180| 696| 1024| 696| 1024| 42| 1:1:a;2:5:c;2p:15:c;1p:10:a| LEGEND| | 1:ability_shield;2:ability_shield_plus| 25| 40| n;n;s| Crushing Fist| Double Axe| Initially Dezinger was designed to combat monster attacks across the globe. Once this threat was neutralized people demanded a chance to continue watching the giant robots fight, so Dezinger is now put to work in the mutants arena.
Specimen_AD_03| Taurider| 100| 0| AD| 1712| 60| 395| 815| 395| 815| 42| 1:1:a;2:5:d;2p:15:d;1p:10:a| ZODIAC| | 1:ability_shield;2:ability_shield_plus| 27| 35| n;n;s| Heavy machine gun| Rushing Bull| Professor Krankenhauser was banned for operating in Germany due to his crazy experiments mixing Genetics and Zodiac Magic. Outraged he has harnassed the Taurus Zodiac's power to create a mechanized 'Taurider' and plans to take over the world.
Specimen_AE_03| Invadron| 280| 1| AE| 1888| 180| 670| 1006| 670| 1006| 42| 1:1:a;2:5:e;2p:15:e;1p:10:a| LEGEND| | 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| Shock Wave| It's a laser| When most people have a computer virus, a quick scan and repair will fix the problem. Unfortunately in Darwin's lab nothing is ever that simple. Whilst visiting some unapproved sites on the Lab computer a virus managed to infect the linked systems and before it could be stopped the Incubator released a deadly real world representation of the virus, known as Invadron. \n
Specimen_AF_03| Halbeard| 240| 20| AF| 1966| 60| 778| 1167| 778| 1167| 42| 1:1:a;2:5:f;2p:15:f;1p:10:a| LEGEND| AF_03x[A-F][A-F]_*+AF_03x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 17| 25| n;n;s| Chainblade Mayhem| Rock Slide| Every year volunteers from every Dwarven city head out to explore the vast unknowns. This year Halbeard from the underground mining city of Khavac Do'r has ventured out. With his trusty chain blade and iron fist he is ready to face anyone who may challenge him.
Specimen_BA_03| Triple-B| 280| 2| BA| 1982| 180| 639| 960| 639| 960| 42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| | 1:ability_regen;2:ability_regen_plus| 30| 48| n;n;s| Blitz| Offensive charge| Blitz the Bone Breaker, AKA Triple-B is the combination of DNA from the biggest and hardest hitting Football players of the past 10 years. Initially planned for use in a new Mutant Football sport, he was determined to be far to brutal and instead is being unleashed into the arena.
Specimen_BB_03| Cursed Rider| 100| 3| BB| 2080| 180| 228| 319| 133:AOE| 198:AOE| 42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| | 1:ability_regen;2:ability_regen_plus| 30| 45| n;n;s| Burning whip| Burn in Hell!| The Cursed Rider has returned to exact revenge against those who enslaved him. Using his now broken shackles as potent weapons, this vengeful spirit is a match for anyone.
Specimen_BC_03| Micky Krueger| 130| 20| BC| 1414| 60| 331| 497| 331| 497| 42| 1:1:b;2:5:c;2p:15:c;1p:10:b| LEGEND| BC_03x[A-F][A-F]_*+BC_03x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 30| 50| n;n;s| Nightmare claws| Laceration| Ever feel you are not alone in your dreams? Well you could be right, there are scary things out there and nothing comes close to Micky Krueger. This dangerous mutant could be hiding in the closet, if he's coming for you, you better lock the door and get a crucifix!
Specimen_BD_03| Scare Bear| 160| 1| BD| 1501| 180| 328| 494| 328| 494| 42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| | 1:ability_regen;2:ability_regen_plus| 35| 50| n;n;s| Rainbad| Topples| When a nearby maximum security prison offered to use prisoners to help meet the demand for the new must have present Carey Bearys, it seemed like an ideal solution for the company. Unfortunately Baron Urban saw this as a great opportunity to cause some chaos so he supplied the prisoners with some hi-tech cyborg chips, the result is this creepy Scare Bear, a blend of psychotic behavior and robotic efficiency. \n
Specimen_BE_03| Humongous| 210| 80| BE| 1838| 60| 473| 710| 473| 710| 42| 1:1:b;2:5:e;2p:15:e;1p:10:b| PVP| BE_03x[A-F][A-F]_*+BE_03x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 30| 55| n;n;s:20h| Spinal taps| Da Bomb| Humongous is the result of experiments Professor Jones’ ran on himself as part of his Super-Soldier research. Some say they went drastically wrong, others say he achieved what he was aiming for, unstoppable power. Either way any traces of Humanity are lost and Humongous has become a little more than a vicious killing machine.
Specimen_BF_03| Rammerhead| 270| 0| BF| 2987| 60| 883| 1551| 883| 1551| 42| 1:1:b;2:5:f;2p:15:f;1p:10:b| ZODIAC| | 1:ability_regen;2:ability_regen_plus| 30| 45| n;n;s| Ram| Soul river| Ever wondered what happens to all the lambs that are used as sacrifices for human magic? Their souls wander the afterlife until they find Rammerhead, the Devil Ram. Every thousand years he becomes powerful enough to exact revenge on mankind, this time however he has chosen to channel his actions in the Arena!
Specimen_CA_03| General Chaos| 190| 80| CA| 1464| 60| 390| 586| 390| 586| 42| 1:1:c;2:5:a;2p:15:a;1p:10:c| PVP| CA_03x[A-F][A-F]_*+CA_03x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -40| n;n;s:20h| Cutter| Heavy blaster| In 2020 a new computer virus caused havoc. Nicknamed General Chaos, it was finally defeated by a worldwide combined operation by the top Cyber security agencies. Unfortunately before this happened the virus infected an early version of Darwins Breeding Lab equipment and a physical representation of General Chaos was born.
Specimen_CB_03| Ragnar| 210| 2| CB| 1577| 180| 455| 683| 455| 683| 42| 1:1:c;2:5:b;2p:15:b;1p:10:c| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus| -15| -40| n;n;s| Balmund the Legend| Fáfnir cannon| During the Antarctica tournament, Darwin took the opportunity to do some experiments, whilst drilling for samples they found a strange frozen body. Once recovered and taken to the Lab the discovery was thawed out and the team soon realized they had found the Fabled invincible Viking Ragnar!
Specimen_CC_03| Zena| 90| 20| CC| 846| 60| 352| 501| 177:AOE| 350:AOE| 42| 1:1:c;2:5:c;1p:10:c;2p:15:c| LEGEND| CC_03x[A-F][A-F]_*+CC_03x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -20| n;n;s| Awaken Excalibur| Durendal| The Nordic Knightmare getting more and more popular, the marketing department of the Ultra League got the idea of introducing a sister in arms just for him. So was created Zena, as sexy as she is dangerous. Some say her sword was forged from Ascalon, the mighty weapon which floored a thousand dragons.\n
Specimen_CD_03| Haggis| 270| 80| CD| 1860| 60| 641| 961| 641| 961| 42| 1:1:c;2:5:d;2p:15:d;1p:10:c| PVP| CD_03x[A-F][A-F]_*+CD_03x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s:20h| Hand ballista| Can't Bear it!| When Baron Urban invited his rival Psy Captains to the special Scottish celebraton Burns night, they expected to be treated to the traditional Haggis, instead they were ambushed by Baron Urbans latest creation, Haggis the Bear
Specimen_CE_03| Galactic Guardian| 290| 1| CE| 1780| 180| 650| 975| 650| 975| 42| 1:1:c;2:5:e;2p:15:e;1p:10:c| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| Space mace| Shield Beam| In the early days of cross breeding mutants, some Kings and Emperors used this to create dedicated Warriors to defend them. The best and most effective of these creations were known as the Galactic Guardians. They were widely used until one Guardian turned against his master, so they now put their training to the test in the arena.
